id,type,created_at,actor.login,repo.name,payload.issue.number,payload.action,payload.comment.body
34500360080,IssueCommentEvent,2024-01-01T11:00:12Z,mocodesmo,SatoshiPortal/bullbitcoin-mobile,225.0,created,"fixed on main 
this was initially done because long pressing and pasting directly into the textfield would keep the keyboard onscreen"
34500360092,IssueCommentEvent,2024-01-01T11:00:12Z,netlify[bot],scipy/scipy.org,551.0,created,"### <span aria-hidden=""true"">👷</span> Deploy Preview for *scipy-org* processing.


|  Name | Link |
|:-:|------------------------|
|<span aria-hidden=""true"">🔨</span> Latest commit | 1683e088e1ed8cd5a7e3a907955ee1adaa338412 |
|<span aria-hidden=""true"">🔍</span> Latest deploy log | https://app.netlify.com/sites/scipy-org/deploys/65929b2b13c2d80008d8fe3e |"
34500360185,IssueCommentEvent,2024-01-01T11:00:12Z,dependabot[bot],luckylennoxll/hint,180.0,created,Superseded by #395.
34500360188,IssueCommentEvent,2024-01-01T11:00:12Z,dependabot[bot],phamduylong/truong-anh-ngok-quotes,60.0,created,Superseded by #63.
34500360267,IssueCommentEvent,2024-01-01T11:00:13Z,iamogbz,iamogbz/webpack-compiler-plugin,2016.0,created,@dependabot merge
34500360465,IssueCommentEvent,2024-01-01T11:00:14Z,radek8,bigtreetech/SKR-3,57.0,created,"If Touch Mode works for you, you don't need Marlin Mode. 
I haven't used Marlin mode in over a year. 
"
34500360566,IssueCommentEvent,2024-01-01T11:00:14Z,Esword618,jinzhongmin/goncnn-examples,1.0,created,"下面是我用yolov5训练的模型，但是我在使pnnx转化为ncnn的模型后，使用你的yolov5s-exmple的例程调用我的模型进行识别，发现有报错，大佬可以帮忙看看吗，这个对于我有点难度，不知道怎么入手。
下面是报错：
```
panic: runtime error: slice bounds out of range [:2008210] with capacity 277200

goroutine 66 [running]:
main.main.func1(0xc2e87c?, 0x6270)
        E:/goproject/src/goncnn-examples/defect-identification/main.go:99 +0x288
github.com/anthonynsimon/bild/parallel.Line.func1()
        E:/goproject/src/pkg/mod/github.com/anthonynsimon/bild@v0.13.0/parallel/parallel.go:33 +0x55
created by github.com/anthonynsimon/bild/parallel.Line in goroutine 1
        E:/goproject/src/pkg/mod/github.com/anthonynsimon/bild@v0.13.0/parallel/parallel.go:31 +0xa5
panic: runtime error: slice bounds out of range [:1472710] with capacity 277200
```
[defect-identification.zip](https://github.com/jinzhongmin/goncnn-examples/files/13804288/defect-identification.zip)
"
34500360732,IssueCommentEvent,2024-01-01T11:00:15Z,moa1128,oneMonthProject/Front,103.0,created,"Refresh token 을 재발급 하는 api 는 실행되지만 Cookie header 에 null 이 들어감 (원래는 현재 존재하는 쿠키를 브라우저가 Cookie 로 전달)
header 에 Cookie 를 따로 설정해주면 들어가지만 Set-Cookie 로 다시 설정해준 Refresh token 이 브라우저 쿠키에 저장되지 않음
위와 같은 현상은 SSR 에서만 발생.. 로그인 처럼 SSR 로 구현하지 않았을 때에는 Request Cookie header 와 Response Set-Cookie 에 잘 들어가고 브라우저 쿠키에도 잘 저장이 됨"
34500360761,IssueCommentEvent,2024-01-01T11:00:15Z,dependabot[bot],mliradelc/opencast,1163.0,created,Superseded by #1197.
34500360853,IssueCommentEvent,2024-01-01T11:00:16Z,dependabot[bot],cooldev900/chrome-extension-for-textnow,26.0,created,Superseded by #38.
34500361002,IssueCommentEvent,2024-01-01T11:00:17Z,Tymnspayce,The-MindSpace/MindSpace-Web,11.0,created,"Just Fixed the Navbar List item order in dashboard webpage and many more items.

![image](https://github.com/The-MindSpace/MindSpace-Web/assets/138722584/6780af9d-19e4-446e-826e-06c6ccd54f50)

"
34500361090,IssueCommentEvent,2024-01-01T11:00:17Z,dependabot[bot],joffrey-bion/kotlin-blueprintjs,70.0,created,Superseded by #71.
34500361099,IssueCommentEvent,2024-01-01T11:00:17Z,dependabot[bot],gear-foundation/dapps,187.0,created,"Looks like these dependencies are updatable in another way, so this is no longer needed."
34500361184,IssueCommentEvent,2024-01-01T11:00:18Z,dependabot[bot],libp2p/js-libp2p-delegated-content-routing,169.0,created,Superseded by #175.
